coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
xrp,681.8333333333333,-3.863479796258462,20,22,8,4,8.11727566751067,4,-9.083145616575283,-0.16998933349462803,"""[9.559090909090914, 1.5229375169056008, 10.564127588669367, 10.822946655376798]""","""[-20.471614058652335, -6.719449741214925, -0.44136974610624924, -8.700148920327628]"""
xrp,681.8333333333333,-9.057378543963152,20,23,8,4,7.48853319760164,4,-9.752877833592429,-0.3985158000277114,"""[9.559090909090914, 0.007729598707232929, 9.564365627231618, 10.822946655376798]""","""[-20.471614058652335, -8.52361863488623, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,14.608523648293625,20,24,7,3,17.81660003569155,4,-9.710319114695256,0.6427607569525429,"""[9.559090909090914, 8.445584384670328, 35.44512481331341]""","""[-20.471614058652335, -9.139548022598861, -0.2879699248120392, -8.942144452717793]"""
xrp,681.8333333333333,-55.948912541327495,21,5,89,22,9.480163310276815,67,-3.9479478413047384,-2.4616974474306894,"""[25.63587281599244, 2.327388803142975, 5.574028941355684, 2.2410916020144263, 6.425792417650722, 0.9538994278831686, 7.747328244274809, 6.7110572812767275, 2.1957662492546333, 4.67585701728684, 15.661555948471841, 6.388794023479186, 1.607779886148, 8.492634884384817, 0.31830065359476867, 9.075285070273143, 10.624385468783993, 4.35103857566766, 8.710192183113799, 42.68856188687122, 31.378537360890295, 4.778444084278771]""","""[-2.6753158406219497, -4.3026897214217135, -7.474879692011552, -6.3845849802371495, -5.342566510172145, -6.146741684184486, -5.544716179688506, -5.762285136501518, -4.046317303083568, -9.093528230305735, -6.041962229387377, -1.0533366783743165, -3.0754525167369233, -5.171238831200197, -10.375614140203714, -2.0830777366472786, -0.6821645938078951, -5.88064516129033, -2.7601830663615647, -4.789331770222747, -6.035402684563756, -1.8638514214567352, -4.385408185129637, -1.2812714776632312, -2.1590682196339475, -11.882477341389729, -1.2108172441153087, -3.67675111773473, -3.945180875284592, -1.937715578173595, -0.27030939540164334, -0.5144464179988195, -1.6017232890201858, -4.847137404580159, -2.9301886792452807, -6.928302820385951, -5.44444716842363, -5.976207887176813, -4.175152156655206, -2.1139634801288953, -0.6460005460005465, -1.2132812500000076, -1.3092130518234113, -7.831568998109649, -5.240681193145756, -2.992475372039412, -3.97497323913509, -6.852471553814588, -4.98672533233477, -2.557002457002459, -2.3577422577422427, -1.694533029612753, -2.974983738779759, -3.1728951357310167, -2.074302726418042, -3.412511830399387, -4.566966966966974, -6.203199556130927, -2.2247294904583863, -1.570292044310166, -0.5169976171564935, -0.1, -2.637878787878803, -2.2267976503949787, -13.953727144866376, -1.5159292035398277, -3.8381703470031634]"""
xrp,681.8333333333333,-35.39676836618852,21,6,64,19,9.688488237325625,45,-4.877289886119453,-1.5574231987078793,"""[24.659955926334014, 8.46807511737089, 1.2759611493322525, 3.999605223200732, 0.9978956999085064, 5.9661207158022505, 4.887175833570823, 5.255867650559396, 3.5998545001039246, 1.607779886148, 7.208021695689412, 8.32770608375034, 8.992886665216435, 3.3695275051358116, 8.05625670744796, 52.91607180129408, 0.28152610441767323, 30.00731319554848, 4.203675048355909]""","""[-4.075095785440601, -7.909747504403993, -2.3051773729626084, -7.576367802921802, -6.528015564202335, -1.2289513296537893, -5.236986301369868, -6.1854865974402315, -13.439196716505435, -3.733037114479867, -2.1252498684902643, -8.127027027027028, -5.404806565064479, -0.07084548104956591, -1.1422698320787472, -7.860067114093955, -6.5872464350271125, -2.935216371775748, -2.2838602329450937, -4.252781338118429, -5.090167158308747, -1.3633352049410454, -1.3433392539964422, -2.780965147453086, -3.69971202303816, -1.0088548428979496, -3.1037214247740503, -3.8156704361874083, -2.6795190069821526, -4.138317054845973, -7.831568998109649, -7.109539610120281, -16.941730461100228, -2.084609153503449, -4.494491697043337, -3.5921620363184803, -4.917927170868335, -6.203199556130927, -2.703758809710265, -5.442516753536868, -3.774242424242419, -3.0775167105529766, -13.953727144866376, -3.4138709168376233, -5.906149523958171]"""
xrp,681.8333333333333,-35.022745183033145,21,7,47,13,11.158567328820453,34,-5.296591778167617,-1.540966544352473,"""[20.346735395189004, 1.6682700630641745, 1.9198974977389156, 3.1354703415218785, 3.051378728193581, 0.7569388240895139, 3.5998545001039246, 16.110710128055867, 32.02170166935918, 3.3695275051358116, 7.478992314261322, 22.169263336155787, 29.43263497179694]""","""[-5.670587299060945, -5.435810990177862, -4.322397062680291, -7.026070038910504, -3.3611401543440382, -5.652837573385518, -1.7656571774682026, -3.6472091810119984, -9.505405405405405, -5.9616647127784335, -0.6247813411078785, -3.7368762334367136, -7.860067114093955, -7.792307692307692, -5.426064164395046, -3.8021630615640563, -0.5019292604501612, -4.252781338118429, -6.826785279064103, -2.6266704098820908, -3.2725561000773733, -4.773884341167149, -1.9547140649149812, -8.420811419984975, -16.941730461100228, -5.154945054945042, -5.912069663831511, -7.137037037037032, -5.2914098972922385, -1.073574408901244, -5.423901712583759, -13.953727144866376, -3.903061385513652, -1.071492275840101]"""
xrp,681.8333333333333,10.638103184864736,21,8,35,11,14.300995915998955,24,-6.111368828796825,0.46806613866430036,"""[14.728375286041201, 3.939485647486689, 0.3174120453190258, 1.323785594639864, 39.14443191429377, 14.946565774155985, 30.828111587982818, 2.340677966101689, 6.252891515407349, 21.28865368331921, 22.200564061240925]""","""[-4.322397062680291, -9.109702756815032, -6.758506731946145, -2.239843279083784, -3.0725829725829654, -5.514507772020733, -10.154054054054056, -7.632239155920281, -2.654535017221574, -9.589775660115148, -5.006689033340318, -4.760347551342824, -6.484576865297939, -2.6266704098820908, -4.8208121827411174, -5.460443622920514, -16.941730461100228, -8.823110321689365, -5.912069663831511, -8.937772397094431, -7.685450557484917, -1.669640373534664, -5.423901712583759, -1.071492275840101]"""
xrp,681.8333333333333,-19.839475162725982,21,9,31,8,15.947209257826907,23,-6.409441270667008,-0.8729175089930769,"""[2.5265214606021877, 37.73478996334931, 14.26016213086278, 28.788302086083974, 1.6401129943502788, 5.539412997903572, 17.308975444538525, 19.77939698492463]""","""[-4.322397062680291, -6.758506731946145, -4.4313953488372, -4.402360322677031, -3.794083694083688, -1.0599561162918276, -7.422068612391196, -12.964864864864857, -7.632239155920281, -4.9863636363636346, -5.502586566541506, -5.581597494126864, -7.38985866600545, -4.524040066777955, -4.8208121827411174, -7.9795811518324635, -16.941730461100228, -11.020647149460704, -8.937772397094431, -8.032736245658928, -2.1174050632911476, -5.423901712583759, -1.3702445220704997]"""
xrp,681.8333333333333,-15.42188268114448,21,10,26,8,14.508327974571307,18,-7.304917026539716,-0.6785477591312654,"""[0.9215664018161175, 29.878354978354984, 11.602733485193614, 27.407836990595616, 1.4367231638418017, 4.8403391249738235, 17.308975444538525, 22.670094207255968]""","""[-7.280073706951327, -9.840882917466416, -9.41005818786368, -5.140023717758676, -5.1793650793650645, -1.1696653867251672, -12.964864864864857, -2.4906705539358716, -9.272841978770279, -7.01516709511569, -12.43469584034624, -5.358764607679458, -5.3030456852791925, -17.671657468399495, -11.078428351309705, -7.466112228111863, -0.5891410682840827, -1.8230477394878313]"""
xrp,681.8333333333333,13.151461830439143,21,11,22,6,20.187565542959096,16,-6.748370714207215,0.578651461617953,"""[28.309090909090923, 10.805466970387243, 26.811076443057715, 0.1464157706093167, 33.432357473035445, 21.62098569157394]""","""[-1.7322492889823162, -8.385677976871271, -9.840882917466416, -11.626738708783604, -7.78098881695115, -5.467965367965353, -6.82108843537415, -13.072972972972968, -3.5792693534357816, -11.996655317444423, -8.81306960440661, -5.915247634947127, -7.355048616305163, -0.3697095435684581, -2.1152612013304593, -3.1011056705101905]"""
xrp,681.8333333333333,25.124277756918808,21,12,19,6,20.908264261532874,13,-7.717331370175261,1.1054436558898524,"""[27.335064935064935, 10.634463276836168, 26.024031007751926, 7.5836917562724, 32.45007704160247, 21.422257551669325]""","""[-3.9085816742920665, -8.41109416698437, -11.016506717850284, -11.626738708783604, -8.267447306791578, -3.1817076618603397, -6.414580941446602, -11.996655317444423, -8.81306960440661, -8.10658075130244, -10.247095487409625, -2.9704422032583255, -5.364807270448129]"""
xrp,681.8333333333333,-1.5274929172928293,21,13,19,6,18.672569906800007,13,-8.73560864293022,-0.06720819484544349,"""[24.35887445887447, 9.075344779059956, 24.574329501915695, 4.696163069544369, 30.909244992295843, 18.42146263910971]""","""[-5.4188899707887, -10.599874403416228, -12.50403071017275, -14.283813443072694, -11.647212741751996, -3.1817076618603397, -6.414580941446602, -11.996655317444423, -9.695834366476571, -8.10658075130244, -10.247095487409625, -3.083339790778762, -6.383296772171736]"""
xrp,681.8333333333333,-28.614824468372902,21,14,18,6,14.895688289173242,12,-9.832412850284364,-1.259024298290668,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 4.696163069544369, 13.227688399661302, 18.42146263910971]""","""[-5.4188899707887, -13.21280342693956, -15.68759521218715, -12.216040955631406, -3.509411101718794, -7.372727272727261, -13.538814340076115, -12.987713392642458, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-25.33809465246153,21,15,16,6,14.092599390851788,10,-10.989369099757225,-1.1148513902329689,"""[22.089428494767922, 5.255191256830604, 22.786334610472544, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -14.234524929444976, -19.711955951756696, -6.182191780821917, -7.912499999999992, -13.694562175129949, -14.021615773022363, -10.903400054839606, -10.247095487409625, -4.490988927071404]"""
xrp,681.8333333333333,-8.604766176876348,21,16,14,6,13.824102921406089,8,-11.443672963164108,-0.37860129842037227,"""[26.8111424541608, 2.7961748633879777, 18.912658227848098, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -15.339887111947323, -10.22060828526482, -15.009162717219583, -14.021615773022363, -10.903400054839606, -13.068864917872029, -4.490988927071404]"""
xrp,681.8333333333333,16.201835888944075,21,17,11,6,10.790666557262334,5,-9.708432690925985,0.7128649376704801,"""[22.938116591928246, 1.0278195488721753, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 14.017184427841128]""","""[-9.4764761454889, -10.22060828526482, -10.903400054839606, -13.068864917872029, -4.87281405116457]"""
xrp,681.8333333333333,30.17646737991027,21,18,10,6,10.817577309841782,4,-8.682249119785105,1.327735059492508,"""[22.662863534675623, 2.683842794759822, 11.801928112354213, 1.7312622629169432, 12.008382726502964, 14.017184427841128]""","""[-10.9777282328092, -4.8777777777777755, -13.828855111546947, -5.044635357006497]"""
xrp,681.8333333333333,11.551974942638857,21,19,9,5,9.953329984702165,4,-9.55366874521799,0.5082756024627216,"""[21.607790407540886, 2.683842794759822, 11.801928112354213, 1.6647058823529404, 12.008382726502964]""","""[-14.272494172494165, -4.8777777777777755, -13.828855111546947, -5.235547919053079]"""
xrp,681.8333333333333,1.2208639900745033,21,20,9,4,10.631063243947187,5,-8.260677797142847,0.05371682185612579,"""[16.837229437229436, 1.876712699702132, 11.801928112354213, 12.008382726502964]""","""[-15.045714945714941, -6.182191780821917, -14.074013238538857, -0.44136974610624924, -5.560099274532277]"""
xrp,681.8333333333333,0.329640627267375,21,21,8,4,8.46371467106414,4,-8.381304514247296,0.01450386529164691,"""[9.559090909090914, 1.6330083942593991, 11.111616281837666, 11.55114309906858]""","""[-18.759958838326092, -6.182191780821917, -0.44136974610624924, -8.141697691734924]"""
xrp,681.8333333333333,-6.773192332491776,21,22,8,4,7.8467860813597365,4,-9.54008416448268,-0.2980138400998582,"""[9.559090909090914, 0.440979172301867, 10.564127588669367, 10.822946655376798]""","""[-20.471614058652335, -7.672443958447239, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,-9.057378543963152,21,23,8,4,7.48853319760164,4,-9.752877833592429,-0.3985158000277114,"""[9.559090909090914, 0.007729598707232929, 9.564365627231618, 10.822946655376798]""","""[-20.471614058652335, -8.52361863488623, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,14.769561173428839,21,24,7,3,17.81660003569155,4,-9.670059733411453,0.6498462506030778,"""[9.559090909090914, 8.445584384670328, 35.44512481331341]""","""[-20.471614058652335, -9.139548022598861, -0.12693239967682318, -8.942144452717793]"""
xrp,681.8333333333333,-50.89871741110448,22,5,88,22,9.379416178257284,66,-3.8976647474661323,-2.2394937995597184,"""[25.63587281599244, 0.08240493896449669, 5.574028941355684, 2.2410916020144263, 6.425792417650722, 0.9538994278831686, 7.747328244274809, 6.7110572812767275, 2.1957662492546333, 4.67585701728684, 15.661555948471841, 6.388794023479186, 1.607779886148, 8.5211818441336, 0.31830065359476867, 9.075285070273143, 10.624385468783993, 4.35103857566766, 8.710192183113799, 42.68856188687122, 31.378537360890295, 4.778444084278771]""","""[-2.6753158406219497, -4.9446613498393, -7.474879692011552, -4.36877470355731, -6.146741684184486, -5.544716179688506, -5.762285136501518, -4.046317303083568, -9.093528230305735, -6.249239981575312, -1.0533366783743165, -3.0754525167369233, -5.171238831200197, -12.295836997947822, -2.0830777366472786, -1.188688263409451, -5.88064516129033, -2.7601830663615647, -4.789331770222747, -6.035402684563756, -2.0713633533928215, -4.385408185129637, -1.2812714776632312, -2.1590682196339475, -11.882477341389729, -0.9485812781755452, -3.67675111773473, -3.945180875284592, -1.937715578173595, -0.27030939540164334, -0.2776198934280608, -6.243597335307173, -1.6017232890201858, -4.847137404580159, -3.164671814671812, -6.928302820385951, -5.44444716842363, -5.803819989534272, -4.048065712771601, -2.1139634801288953, -0.6460005460005465, -1.2132812500000076, -1.3092130518234113, -7.831568998109649, -5.240681193145756, -2.951750891172154, -3.97497323913509, -4.287099207846095, -2.557002457002459, -2.3577422577422427, -1.6531165872851536, -2.974983738779759, -3.1728951357310167, -2.074302726418042, -4.71251167133519, -4.416816816816819, -4.353745145182154, -2.2247294904583863, -0.9110300081103008, -0.5169976171564935, -0.021798631476037736, -2.637878787878803, -2.2267976503949787, -13.953727144866376, -1.5159292035398277, -3.8381703470031634]"""
xrp,681.8333333333333,-30.155375027392047,22,6,64,18,10.27199263947481,46,-4.675027011694317,-1.326807016604881,"""[24.659955926334014, 8.46807511737089, 3.999605223200732, 0.9978956999085064, 5.9661207158022505, 5.400142490738099, 5.874767912401812, 3.5998545001039246, 1.607779886148, 7.208021695689412, 8.32770608375034, 8.992886665216435, 4.3282127368180845, 8.05625670744796, 52.91607180129408, 0.28152610441767323, 30.00731319554848, 4.203675048355909]""","""[-4.075095785440601, -7.909747504403993, -2.3051773729626084, -1.5555468135326516, -7.390470723306538, -6.528015564202335, -1.8176997759522076, -5.236986301369868, -6.1854865974402315, -13.439196716505435, -3.733037114479867, -1.9962338688438204, -8.127027027027028, -5.404806565064479, -0.07084548104956591, -1.1422698320787472, -7.860067114093955, -4.592307692307687, -2.935216371775748, -2.1590682196339475, -2.5778299426186773, -5.557227138643067, -4.957070579306854, -1.3633352049410454, -1.3433392539964422, -2.780965147453086, -1.0088548428979496, -3.1037214247740503, -3.8156704361874083, -2.6795190069821526, -4.138317054845973, -7.831568998109649, -7.109539610120281, -10.942086523055004, -2.084609153503449, -4.494491697043337, -3.5921620363184803, -4.71251167133519, -6.203199556130927, -2.9191072826938185, -5.442516753536868, -5.740074211502779, -2.915474984808593, -13.953727144866376, -3.4138709168376233, -5.906149523958171]"""
xrp,681.8333333333333,-32.67001596606443,22,7,46,13,11.196300685405301,33,-5.400664390191919,-1.4374487592010752,"""[20.47857701329164, 1.6682700630641745, 2.663437594898268, 3.1354703415218785, 3.051378728193581, 0.7569388240895139, 3.5998545001039246, 16.110710128055867, 31.590899299946138, 3.3695275051358116, 7.524946604015381, 22.169263336155787, 29.43263497179694]""","""[-5.670587299060945, -5.502176798513401, -4.322397062680291, -7.026070038910504, -3.3611401543440382, -5.652837573385518, -1.7656571774682026, -3.6472091810119984, -9.505405405405405, -5.9616647127784335, -0.6247813411078785, -3.7368762334367136, -7.860067114093955, -7.792307692307692, -5.426064164395046, -3.8021630615640563, -0.5019292604501612, -4.252781338118429, -6.7910866910866865, -2.6266704098820908, -3.2725561000773733, -4.773884341167149, -1.9547140649149812, -8.420811419984975, -16.941730461100228, -5.154945054945042, -5.912069663831511, -7.137037037037032, -7.301608481082067, -1.073574408901244, -5.423901712583759, -13.953727144866376, -1.071492275840101]"""
xrp,681.8333333333333,-12.981675382410549,22,8,35,10,14.267479793321815,25,-6.2262589326251465,-0.5711810239144216,"""[3.939485647486689, 0.07889087656530858, 0.9851419031719574, 39.14443191429377, 15.615948777648425, 30.828111587982818, 2.340677966101689, 6.252891515407349, 21.28865368331921, 22.200564061240925]""","""[-4.322397062680291, -11.081056522408753, -5.999632802937565, -8.020792079207933, -2.239843279083784, -3.0725829725829654, -5.514507772020733, -9.721621621621626, -7.632239155920281, -2.654535017221574, -9.589775660115148, -5.006689033340318, -4.760347551342824, -6.484576865297939, -2.6266704098820908, -4.8208121827411174, -5.460443622920514, -16.941730461100228, -8.823110321689365, -5.912069663831511, -8.937772397094431, -7.868232498629132, -1.669640373534664, -5.423901712583759, -1.071492275840101]"""
xrp,681.8333333333333,-18.733482861077842,22,9,31,8,15.958066235244393,23,-6.365130988827519,-0.8242549291112227,"""[2.5265214606021877, 37.73478996334931, 14.347017950202666, 28.788302086083974, 1.6401129943502788, 5.539412997903572, 17.308975444538525, 19.77939698492463]""","""[-7.280073706951327, -6.758506731946145, -4.4313953488372, -4.402360322677031, -3.794083694083688, -1.0599561162918276, -7.422068612391196, -12.964864864864857, -7.632239155920281, -4.9863636363636346, -5.502586566541506, -5.581597494126864, -6.484576865297939, -3.1864197530864224, -4.8208121827411174, -7.9795811518324635, -16.941730461100228, -8.823110321689365, -8.937772397094431, -8.416578322061778, -2.275632911392418, -5.423901712583759, -1.291800413157469]"""
xrp,681.8333333333333,13.402958925621434,22,10,25,8,17.158923860076122,17,-7.286378350293384,0.5897170879031676,"""[0.9215664018161175, 35.14774774774774, 11.602733485193614, 27.407836990595616, 0.5496415770609225, 5.539412997903572, 33.432357473035445, 22.670094207255968]""","""[-7.280073706951327, -9.840882917466416, -9.41005818786368, -5.436495701156245, -5.1793650793650645, -1.6238095238095225, -12.964864864864857, -2.4906705539358716, -11.996655317444423, -7.01516709511569, -12.43469584034624, -5.358764607679458, -4.973096446700506, -16.941730461100228, -8.525720620842577, -0.5891410682840827, -1.8072399620613393]"""
xrp,681.8333333333333,16.3575715958085,22,11,22,7,17.805050251996953,15,-7.21851867787801,0.7197171565009852,"""[28.309090909090923, 10.805466970387243, 26.811076443057715, 0.1464157706093167, 3.5099585062240717, 33.432357473035445, 21.62098569157394]""","""[-1.7322492889823162, -8.385677976871271, -9.840882917466416, -11.626738708783604, -7.78098881695115, -5.87200577200576, -8.023717432178357, -12.964864864864857, -3.5792693534357816, -11.996655317444423, -8.81306960440661, -5.358764607679458, -7.355048616305163, -2.1152612013304593, -2.8325856894645365]"""
xrp,681.8333333333333,13.435678197271804,22,12,19,6,20.28127551114815,13,-8.327074989970544,0.591156703864318,"""[27.335064935064935, 10.634463276836168, 26.024031007751926, 4.696163069544369, 32.45007704160247, 20.547853736089028]""","""[-3.9085816742920665, -9.921652851042458, -11.016506717850284, -11.626738708783604, -8.267447306791578, -3.1817076618603397, -14.829729729729728, -11.996655317444423, -8.81306960440661, -6.74997217584863, -10.247095487409625, -2.9704422032583255, -4.722375430899399]"""
xrp,681.8333333333333,-6.740486494195663,22,13,19,6,18.37457075822615,13,-8.999070080273274,-0.2965748151931605,"""[24.35887445887447, 9.075344779059956, 22.786334610472544, 4.696163069544369, 30.909244992295843, 18.42146263910971]""","""[-5.4188899707887, -10.599874403416228, -12.50403071017275, -13.427791632031026, -11.647212741751996, -3.1817076618603397, -6.414580941446602, -13.538814340076115, -12.43469584034624, -8.10658075130244, -10.247095487409625, -3.083339790778762, -6.383296772171736]"""
xrp,681.8333333333333,-30.805420378108632,22,14,18,6,14.786379957358514,12,-9.960308343521644,-1.3554083764506366,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 4.696163069544369, 13.227688399661302, 17.76561264822135]""","""[-7.470802572040957, -13.21280342693956, -15.68759521218715, -12.216040955631406, -3.509411101718794, -7.372727272727261, -13.538814340076115, -12.987713392642458, -10.903400054839606, -10.247095487409625, -4.490988927071404, -7.886307378975397]"""
xrp,681.8333333333333,-38.30059240967141,22,15,17,6,13.890585942453185,11,-11.058555278580958,-1.6851886173896002,"""[22.089428494767922, 5.255191256830604, 21.574253920080945, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -14.234524929444976, -17.52526259089686, -6.182191780821917, -7.912499999999992, -19.072411035585766, -14.021615773022363, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.559261567222311]"""
xrp,681.8333333333333,-1.4030806504798208,22,16,13,6,13.593634110831267,7,-11.852126473638199,-0.061734176750517664,"""[26.8111424541608, 2.7961748633879777, 19.427078565980178, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -15.339887111947323, -10.22060828526482, -20.064454976303317, -10.903400054839606, -13.068864917872029, -4.87281405116457]"""
xrp,681.8333333333333,23.296389015713096,22,17,11,6,11.935696392671721,5,-9.663557868063442,1.025018338506076,"""[22.938116591928246, 1.0278195488721753, 18.67210712481052, 1.7312622629169432, 13.227688399661302, 14.017184427841128]""","""[-9.252102031176193, -10.22060828526482, -10.903400054839606, -13.068864917872029, -4.87281405116457]"""
xrp,681.8333333333333,29.861878311880375,22,18,10,6,10.765145798503466,4,-8.682249119785105,1.3138934480905569,"""[22.662863534675623, 2.683842794759822, 11.801928112354213, 1.7312622629169432, 12.008382726502964, 13.702595359811232]""","""[-10.9777282328092, -4.8777777777777755, -13.828855111546947, -5.044635357006497]"""
xrp,681.8333333333333,8.88571825346215,22,19,9,4,12.025486010289471,5,-7.843245157539147,0.3909629150875549,"""[21.607790407540886, 2.683842794759822, 11.801928112354213, 12.008382726502964]""","""[-14.660853927369757, -4.8777777777777755, -13.828855111546947, -0.44136974610624924, -5.407369224895007]"""
xrp,681.8333333333333,-2.2868905103261006,22,20,9,4,10.45848528631805,5,-8.82416633111966,-0.10062094643331658,"""[16.837229437229436, 1.876712699702132, 11.111616281837666, 12.008382726502964]""","""[-15.504939689833428, -6.182191780821917, -14.074013238538857, -0.44136974610624924, -7.918317200297847]"""
xrp,681.8333333333333,-1.7763018603806686,22,21,8,4,8.259146857371308,4,-8.703222322466473,-0.07815554506685905,"""[9.559090909090914, 1.362225832656366, 10.564127588669367, 11.55114309906858]""","""[-18.759958838326092, -7.469863013698625, -0.44136974610624924, -8.141697691734924]"""
xrp,681.8333333333333,-7.461474373635513,22,22,8,4,7.62407033488665,4,-9.489438928295527,-0.32829757693825284,"""[9.559090909090914, 0.5498781478472672, 9.564365627231618, 10.822946655376798]""","""[-20.471614058652335, -7.469863013698625, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,-8.533514744271683,22,23,8,4,7.48853319760164,4,-9.621911883669561,-0.37546630505228623,"""[9.559090909090914, 0.007729598707232929, 9.564365627231618, 10.822946655376798]""","""[-20.471614058652335, -7.999754835194762, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,33.60179360187481,22,24,6,3,17.81660003569155,3,-6.616002168399945,1.4784460641255113,"""[9.559090909090914, 8.445584384670328, 35.44512481331341]""","""[-8.974458874458874, -1.9314031780231693, -8.942144452717793]"""
xrp,681.8333333333333,-37.48046886400608,23,5,86,23,8.95639448039705,63,-3.8647228875101303,-1.649103983261084,"""[25.63587281599244, 0.08240493896449669, 5.574028941355684, 1.8249017215670313, 6.425792417650722, 0.9538994278831686, 7.747328244274809, 6.7110572812767275, 2.1957662492546333, 4.67585701728684, 15.661555948471841, 5.666376934492263, 1.607779886148, 8.5211818441336, 0.4760670332547734, 9.075285070273143, 10.624385468783993, 4.8075553526592145, 8.710192183113799, 42.68856188687122, 0.1742409402546656, 31.378537360890295, 4.778444084278771]""","""[-2.6753158406219497, -4.9446613498393, -7.474879692011552, -5.342566510172145, -6.146741684184486, -5.239462809917348, -5.762285136501518, -3.5991974317817084, -9.093528230305735, -6.041962229387377, -1.0533366783743165, -3.0754525167369233, -5.171238831200197, -10.375614140203714, -2.0830777366472786, -0.23290802764486987, -4.415245478036173, -2.7601830663615647, -4.789331770222747, -6.035402684563756, -2.175119319360865, -4.385408185129637, -1.2812714776632312, -2.1590682196339475, -12.285297079556898, -0.9485812781755452, -3.67675111773473, -3.945180875284592, -1.9681007642230384, -0.27030939540164334, -0.2776198934280608, -6.243597335307173, -1.6017232890201858, -2.9301886792452807, -4.654455445544561, -5.44444716842363, -5.7791415859722575, -4.048065712771601, -2.0613111230521155, -0.6460005460005465, -1.3088126340417203, -1.3092130518234113, -7.831568998109649, -5.240681193145756, -2.951750891172154, -3.97497323913509, -4.287099207846095, -2.557002457002459, -2.3577422577422427, -1.6531165872851536, -2.974983738779759, -2.074302726418042, -4.71251167133519, -4.416816816816819, -4.353745145182154, -2.2247294904583863, -0.9110300081103008, -0.5169976171564935, -2.637878787878803, -2.085011140368651, -13.953727144866376, -1.5159292035398277, -4.53388756927948]"""
xrp,681.8333333333333,-42.243522396382374,23,6,66,18,10.052263337967446,48,-4.649672134995758,-1.858673681581234,"""[24.203478671493777, 4.6433316557624655, 3.999605223200732, 0.9978956999085064, 5.9661207158022505, 5.400142490738099, 5.874767912401812, 3.5998545001039246, 1.607779886148, 7.208021695689412, 8.32770608375034, 8.992886665216435, 4.35103857566766, 8.05625670744796, 52.91607180129408, 0.5847935548841923, 30.00731319554848, 4.203675048355909]""","""[-3.3694475760992084, -7.909747504403993, -2.3051773729626084, -2.408294209702667, -1.5030946761080428, -7.390470723306538, -6.528015564202335, -1.8176997759522076, -5.236986301369868, -6.1854865974402315, -13.439196716505435, -3.733037114479867, -1.9962338688438204, -8.127027027027028, -5.404806565064479, -0.07084548104956591, -1.1422698320787472, -7.860067114093955, -6.5872464350271125, -4.524407632627386, -2.1590682196339475, -2.092136304062908, -5.557227138643067, -4.957070579306854, -1.3633352049410454, -1.3433392539964422, -2.780965147453086, -4.022506577373839, -1.0088548428979496, -2.585301977552105, -3.8156704361874083, -2.6795190069821526, -4.138317054845973, -7.831568998109649, -7.109539610120281, -10.942086523055004, -1.9255578093306307, -4.494491697043337, -3.5921620363184803, -4.71251167133519, -6.203199556130927, -2.9191072826938185, -5.442516753536868, -5.740074211502779, -2.9548289127353717, -13.953727144866376, -3.4138709168376233, -5.906149523958171]"""
xrp,681.8333333333333,-69.80384401842389,23,7,51,14,9.346480209595573,37,-5.423096404128701,-3.0713008856798583,"""[20.47857701329164, 1.6682700630641745, 2.663437594898268, 3.1354703415218785, 2.51676983680361, 2.9468935967626835, 3.3847542003733744, 16.110710128055867, 10.750834679590739, 4.744587352625928, 3.3695275051358116, 7.478992314261322, 22.169263336155787, 29.43263497179694]""","""[-5.520054200541993, -6.152561720201749, -4.322397062680291, -7.026070038910504, -3.3611401543440382, -5.652837573385518, -6.523569186186914, -1.7656571774682026, -4.2819132253005785, -3.6472091810119984, -9.505405405405405, -5.9616647127784335, -0.6247813411078785, -3.7368762334367136, -7.860067114093955, -7.792307692307692, -5.426064164395046, -3.8021630615640563, -0.12679528403000778, -4.252781338118429, -7.914407814407808, -2.6266704098820908, -3.2725561000773733, -4.140404040404038, -1.9547140649149812, -8.420811419984975, -7.109539610120281, -16.941730461100228, -5.154945054945042, -5.912069663831511, -7.137037037037032, -7.301608481082067, -1.073574408901244, -5.423901712583759, -13.953727144866376, -3.903061385513652, -1.071492275840101]"""
