coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
xrp,681.8333333333333,-29.71985819350258,7,9,40,9,15.883936609169853,31,-5.570170570194555,-1.307644701742964,"""[25.63587281599244, 1.323785594639864, 18.873780659712423, 13.59589977220956, 29.474861367837352, 2.340677966101689, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-8.165982595142232, -1.0521454185730097, -4.322397062680291, -7.026070038910504, -4.406696539706243, -6.827005870841493, -1.7279069767441844, -1.0759072888075742, -3.0725829725829654, -11.29170984455959, -14.829729729729728, -0.6247813411078785, -10.184202085004012, -0.22257405515832268, -3.0146571608303563, -7.01516709511569, -4.790288044863617, -7.914407814407808, -4.524040066777955, -4.8208121827411174, -6.27801047120419, -6.915578465063013, -4.911281625881377, -12.64446732821569, -7.692407592407578, -5.912069663831511, -8.937772397094431, -3.9992996403558494, -1.073574408901244, -5.423901712583759, -1.9778601862079883]"""
xrp,681.8333333333333,-25.24833626334992,7,10,32,8,15.368078394573338,24,-6.174706809164024,-1.110902108873866,"""[2.5265214606021877, 26.34488299971807, 13.111845102505693, 26.91014832162373, 2.340677966101689, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-7.280073706951327, -9.109702756815032, -5.178416728902173, -6.999418121363252, -1.8565112053300945, -3.794083694083688, -0.4565551289083839, -12.337583205325142, -14.829729729729728, -1.120408163265307, -3.0298848252172186, -3.3190635451504953, -8.293384223918576, -6.484576865297939, -5.358764607679458, -4.8208121827411174, -7.168062827225136, -16.941730461100228, -8.005217045001984, -6.499351964358043, -5.2914098972922385, -1.669640373534664, -5.423901712583759, -2.924680448161595]"""
xrp,681.8333333333333,-31.737894430551954,7,11,30,8,14.181545189465309,22,-6.599557088467018,-1.3964363230259966,"""[0.9215664018161175, 23.892106005074712, 12.456947608200448, 24.542492339121544, 2.340677966101689, 4.994339622641507, 21.28865368331921, 23.015577889447247]""","""[-7.280073706951327, -6.758506731946145, -8.91130507065669, -3.5659433393610644, -4.198124098124095, -0.4565551289083839, -12.337583205325142, -14.829729729729728, -3.0283850391417797, -4.364647269828622, -3.989351081530781, -6.484576865297939, -6.74997217584863, -4.8208121827411174, -8.624504692387905, -17.671657468399495, -8.823110321689365, -6.499351964358043, -5.683566760037335, -1.7282764098490946, -5.423901712583759, -2.9603209915779467]"""
xrp,681.8333333333333,9.773342454167334,7,12,24,7,16.063915992324404,17,-6.039651146594321,0.4300175120386508,"""[23.892106005074712, 10.595187165775396, 26.811076443057715, 1.6401129943502788, 3.5099585062240717, 23.32887662453268, 22.670094207255968]""","""[-1.0521454185730097, -7.699440843817521, -6.905385556915543, -8.91130507065669, -4.701135345085158, -5.1793650793650645, -1.4333333333333378, -9.613513513513515, -6.5274447949526735, -9.272841978770279, -7.38985866600545, -10.903400054839606, -4.8208121827411174, -6.038375350140045, -2.275632911392418, -5.423901712583759, -4.526177679418277]"""
xrp,681.8333333333333,-13.043949734217238,7,13,23,6,17.19196808219546,17,-6.835044601611175,-0.5739210345047917,"""[18.893506493506504, 10.595187165775396, 26.024031007751926, 1.6401129943502788, 23.32887662453268, 22.670094207255968]""","""[-1.0521454185730097, -8.385677976871271, -8.006976744186046, -10.13047935716265, -6.374275470570666, -7.394317217981337, -3.108326618318572, -9.613513513513515, -8.318913169599687, -9.272841978770279, -10.19858138975715, -10.903400054839606, -6.981077038145103, -0.3697095435684581, -8.416578322061778, -2.1152612013304593, -5.553683212140386]"""
xrp,681.8333333333333,-2.4826174241058805,7,14,21,6,17.54599760115813,15,-7.183906868736977,-0.10923273926645284,"""[27.335064935064935, 6.648633879781421, 26.024031007751926, 1.3915254237288122, 23.32887662453268, 20.547853736089028]""","""[-1.7322492889823162, -9.921652851042458, -8.006976744186046, -11.626738708783604, -7.0967388081826295, -3.1817076618603397, -10.127027027027033, -9.272841978770279, -10.19858138975715, -10.903400054839606, -7.355048616305163, -0.6996691480562361, -9.513269968927078, -2.1152612013304593, -6.007439583004262]"""
xrp,681.8333333333333,-24.43222185477909,7,15,21,6,15.893788188486853,15,-7.986330065713346,-1.0749938728575499,"""[24.35887445887447, 6.320765027322411, 22.786334610472544, 0.1464157706093167, 23.32887662453268, 18.42146263910971]""","""[-3.9085816742920665, -10.599874403416228, -11.016506717850284, -12.500548696844998, -8.575573866980573, -3.1817076618603397, -4.962700228832956, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -0.9457095709570942, -9.513269968927078, -2.2492770613520925, -6.759354434346596]"""
xrp,681.8333333333333,-5.109841144874164,7,16,19,6,18.744387915856937,13,-9.044320664616599,-0.22482801419636997,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 7.5836917562724, 33.432357473035445, 18.42146263910971]""","""[-5.4188899707887, -11.016506717850284, -15.007508161044603, -9.057845433255272, -4.8777777777777755, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,3.1553958794837453,7,17,18,6,18.69014062638303,12,-9.082120656567868,0.13883433348987392,"""[24.35887445887447, 6.232236842105266, 22.786334610472544, 7.5836917562724, 32.758243451463784, 18.42146263910971]""","""[-5.4188899707887, -11.016506717850284, -15.238361367335855, -9.643325526932088, -4.8777777777777755, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.897112045329928, -2.9704422032583255, -7.87185835161391]"""
xrp,681.8333333333333,-20.16338431464693,7,18,17,6,14.870277644421941,11,-9.944095471016233,-0.8871691949734656,"""[24.35887445887447, 5.140174672489082, 22.786334610472544, 4.696163069544369, 15.09051651143099, 17.149602543720185]""","""[-7.470802572040957, -12.50403071017275, -16.528763802854833, -10.894297352342164, -6.387588846364139, -8.026657263751751, -11.996655317444423, -12.43469584034624, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-6.028430974199173,7,19,15,6,13.71822237726397,9,-9.815307248642553,-0.2652450685299074,"""[22.089428494767922, 5.140174672489082, 18.792261001517463, 4.696163069544369, 15.09051651143099, 16.500790513833984]""","""[-8.494855918075734, -12.901528540721289, -19.34488725747248, -2.6028441410694056, -8.620179372197303, -13.231911532385457, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-8.665497130617528,7,20,14,6,11.558268742806407,8,-9.751888698431994,-0.3812734010049267,"""[16.153229974160205, 1.876712699702132, 18.792261001517463, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -13.21280342693956, -10.22060828526482, -9.15269058295964, -13.231911532385457, -10.425951729285888, -4.87281405116457, -8.40347406138028]"""
xrp,681.8333333333333,-16.511317586754497,7,21,14,6,11.428965868947401,8,-10.63563910005486,-0.7264818297765363,"""[15.377412731006164, 1.876712699702132, 18.792261001517463, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.721100261967138, -15.339887111947323, -10.22060828526482, -9.663758389261732, -14.752448657187992, -11.74501103211571, -4.87281405116457, -9.769485011529586]"""
xrp,681.8333333333333,10.992308859585505,7,22,11,6,10.657996206997785,5,-10.591133676480242,0.4836508420252728,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 13.702595359811232]""","""[-10.409400094473316, -15.339887111947323, -10.22060828526482, -11.941137533709245, -5.044635357006497]"""
xrp,681.8333333333333,3.020779000898576,7,23,10,5,10.049076376435096,5,-9.444920576255381,0.13291132245459392,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302]""","""[-10.9777282328092, -15.457478833490127, -3.3185206098249633, -12.235327286099531, -5.235547919053079]"""
xrp,681.8333333333333,12.205229807769157,7,24,9,5,8.971146946236969,4,-8.16262623085392,0.5370181778045584,"""[18.677056277056284, 1.3274171828709858, 11.111616281837666, 1.7312622629169432, 12.008382726502964]""","""[-11.689287802596183, -3.3185206098249633, -12.235327286099531, -5.407369224895007]"""
xrp,681.8333333333333,-39.47565014324532,8,5,94,25,9.226125317974295,69,-3.914909899892793,-1.7368900087470442,"""[33.14184694866001, 2.5799494878630567, 0.44254333730316164, 0.968702290076331, 9.129334990677442, 2.8183483390251536, 7.747328244274809, 6.169592476489035, 2.747721822541969, 0.7259587020648877, 14.053846153846147, 6.388794023479186, 0.6590132827324394, 5.462984755282157, 8.228530259366007, 0.6455268389662034, 1.9553359683794396, 9.075285070273143, 8.992886665216435, 5.579466544033111, 8.710192183113799, 57.34411640657951, 0.7074044899566744, 31.378537360890295, 4.99988630826701]""","""[-1.6387107223841844, -5.815658021133522, -7.909747504403993, -8.630805687203782, -6.0947299077733845, -1.788710439300895, -3.259632162225883, -3.4755274261603435, -1.5030946761080428, -4.206062556313559, -5.668312284730187, -0.6319148936170164, -8.521289018639115, -6.421839080459775, -0.07466430200152294, -2.8826086956521846, -5.171238831200197, -9.267165967645283, -3.1671602326811215, -1.8012227538543226, -6.680645161290328, -4.2189931350114485, -5.404806565064479, -4.168791946308731, -4.518557943362125, -2.310663198959685, -1.0283246977547553, -2.1590682196339475, -3.67675111773473, -5.135605289928785, -1.9843572534847775, -1.2076398750355053, -1.3633352049410454, -3.8585421412300653, -4.847137404580159, -2.1004879238838705, -7.1509648688768, -3.452514385789348, -6.547658739887225, -5.70502881089575, -3.1037214247740503, -2.9809908454496465, -3.818612229250543, -1.4896931094383294, -6.915578465063013, -3.8232917283689454, -5.500843881856531, -2.951750891172154, -4.057219251336901, -3.8434375713307394, -5.618805518805519, -2.632617037605524, -1.6659955257270773, -1.4078679676147037, -3.434711313214827, -3.8063233837883725, -3.004434728294808, -2.2080873898045246, -3.159309309309326, -6.203199556130927, -1.7154452324665168, -0.24288630332720523, -1.9783017022109282, -2.3916666666666666, -2.2267976503949787, -13.953727144866376, -5.1953372856913855, -2.0147224456959, -3.3334384858044106]"""
xrp,681.8333333333333,-51.33965305874654,8,6,75,19,11.427658814296183,56,-4.794020902328107,-2.258894536928472,"""[32.053722978382694, 4.748866498740552, 1.329920410090389, 3.999605223200732, 2.4046382189239317, 6.678625954198472, 4.887175833570823, 2.1957662492546333, 0.046498681511866535, 9.245794392523374, 3.5998545001039246, 15.519596541786754, 1.3139827179889918, 32.29176346356914, 4.8075553526592145, 8.710192183113799, 52.91607180129408, 30.00731319554848, 0.36857327516561866]""","""[-3.2244966983411136, -6.658743006784897, -13.610587102983645, -2.3051773729626084, -1.534533124673971, -4.426809714689926, -4.046317303083568, -11.968131868131865, -1.0533366783743165, -3.943292834118526, -6.1854865974402315, -12.295836997947822, -5.1444328280188145, -2.2434241862926694, -12.964864864864857, -6.547831184056277, -4.168791946308731, -6.5872464350271125, -4.385408185129637, -3.128350515463918, -2.1590682196339475, -3.0742765273311896, -1.9119747899159707, -4.570938897168409, -4.248747786491265, -1.852897936104054, -2.6266704098820908, -5.862711864406772, -5.801335877862603, -2.6236593059936957, -8.067639127237062, -5.7791415859722575, -3.7440454185370955, -3.8156704361874083, -1.5740108611326495, -7.831568998109649, -5.240681193145756, -3.276593521421106, -6.852471553814588, -10.479892555640825, -3.710547667342796, -3.826204941271776, -3.591271820448878, -3.6819506900294634, -2.418896128784975, -6.203199556130927, -2.512710867006676, -0.9110300081103008, -1.860907845822737, -0.4917727717923608, -2.637878787878803, -2.915474984808593, -13.953727144866376, -5.347160454327297, -2.2399839098954284, -4.345356641173716]"""
xrp,681.8333333333333,-31.37650264765853,8,7,59,15,12.660120051437223,44,-5.029052350436748,-1.380535437931688,"""[25.63587281599244, 3.8196105355136662, 3.246397347000301, 3.1354703415218785, 3.8327443716158553, 1.4689757252812394, 2.9468935967626835, 2.560569528164618, 13.888010276905506, 31.173408239700372, 5.119590710508162, 8.05625670744796, 52.91607180129408, 0.8063444108761338, 31.295584362973468]""","""[-4.075095785440601, -8.226834997064008, -5.329625696840987, -2.408294209702667, -4.322397062680291, -6.528015564202335, -2.608780732563976, -4.7195652173913025, -6.1854865974402315, -0.03836671802774177, -5.2751176163094575, -3.1550434553594946, -12.964864864864857, -7.632239155920281, -1.1422698320787472, -4.567281879194628, -8.102371072910488, -3.851865273928801, -2.1590682196339475, -4.204872881355936, -2.5778299426186773, -6.024287118977386, -4.957070579306854, -2.6266704098820908, -3.69971202303816, -0.359672812256557, -8.067639127237062, -6.025345862699033, -3.7440454185370955, -5.799381761978356, -4.579469099958525, -7.354174397031543, -10.479892555640825, -4.435551522484375, -4.494491697043337, -8.937772397094431, -3.3746545523376836, -6.203199556130927, -2.703758809710265, -5.442516753536868, -4.626901669758828, -13.953727144866376, -3.132734274711173, -0.1803470994697003]"""
xrp,681.8333333333333,27.439306733460036,8,8,44,14,13.358848439281449,30,-5.319485713882675,1.207302667324079,"""[25.63587281599244, 1.6682700630641745, 1.6590936195587407, 0.618993409227086, 2.1228474957794083, 0.4568581477139545, 22.56936884771281, 0.6354443309499473, 13.888010276905506, 29.474861367837352, 3.8440495299243276, 7.570940170940168, 52.91607180129408, 23.963196273040307]""","""[-5.065889259082976, -5.329625696840987, -4.322397062680291, -6.528015564202335, -3.3611401543440382, -5.310371819960857, -1.0759072888075742, -4.873082942097036, -13.586486486486486, -9.382277465918206, -1.7775005242189155, -5.581597494126864, -4.252781338118429, -7.302556538839722, -5.134151277510744, -3.665412689500277, -1.6733814805261786, -5.024940742691598, -6.915578465063013, -4.579469099958525, -11.213225499524253, -7.692407592407578, -4.9197650870797975, -8.937772397094431, -3.753227332954758, -6.203199556130927, -0.019678714859435453, -5.423901712583759, -5.607337857030147, -1.071492275840101]"""
xrp,681.8333333333333,-14.885751947844456,8,9,39,9,16.43829758908909,30,-5.4276810083215405,-0.6549585310711323,"""[23.840578577013293, 1.323785594639864, 26.34488299971807, 13.59589977220956, 28.788302086083974, 2.340677966101689, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-8.165982595142232, -1.0521454185730097, -4.322397062680291, -8.146692607003887, -4.406696539706243, -6.827005870841493, -1.989534883720916, -1.3169151201703695, -3.0725829725829654, -11.29170984455959, -14.829729729729728, -0.6247813411078785, -0.22257405515832268, -3.0146571608303563, -7.01516709511569, -4.790288044863617, -8.094150621496466, -5.358764607679458, -3.2472081218274167, -5.963874345549746, -5.1808793031936995, -12.001169370049036, -7.839876321563923, -5.912069663831511, -8.937772397094431, -5.2914098972922385, -1.669640373534664, -5.423901712583759, -5.749360896323189, -1.071492275840101]"""
xrp,681.8333333333333,-31.93209350202541,8,10,32,8,15.287891987250035,24,-6.426467891667737,-1.4049808922915117,"""[2.47395313100269, 26.00656893149139, 13.111845102505693, 27.208294209702647, 2.340677966101689, 5.704136766568166, 22.169263336155787, 23.288396454472206]""","""[-7.280073706951327, -9.109702756815032, -6.758506731946145, -8.91130507065669, -3.098182919442768, -3.794083694083688, -0.4565551289083839, -12.337583205325142, -14.829729729729728, -1.6656712090460888, -3.0298848252172186, -3.52094284522319, -7.962595419847337, -6.484576865297939, -6.74997217584863, -4.8208121827411174, -7.168062827225136, -16.941730461100228, -8.823110321689365, -5.912069663831511, -5.459477124182997, -1.669640373534664, -5.423901712583759, -2.0270584487975793]"""
xrp,681.8333333333333,-32.36197743331212,8,11,29,7,16.014721243882843,22,-6.566592097295089,-1.4238953649465125,"""[23.892106005074712, 12.456947608200448, 24.542492339121544, 1.6401129943502788, 4.994339622641507, 21.28865368331921, 23.288396454472206]""","""[-1.0521454185730097, -7.280073706951327, -6.758506731946145, -8.91130507065669, -3.7401925391095068, -5.1793650793650645, -1.0599561162918276, -12.337583205325142, -9.613513513513515, -4.364647269828622, -7.550430602843983, -6.484576865297939, -6.74997217584863, -4.8208121827411174, -8.624504692387905, -17.671657468399495, -8.823110321689365, -6.499351964358043, -5.870308123249286, -2.275632911392418, -5.423901712583759, -3.373478468139195]"""
xrp,681.8333333333333,11.738154405120119,8,12,23,7,16.193685745162067,16,-6.351102863188396,0.5164673167738014,"""[23.892106005074712, 11.158091753447785, 26.811076443057715, 1.6401129943502788, 3.5099585062240717, 23.32887662453268, 23.015577889447247]""","""[-1.0521454185730097, -8.385677976871271, -8.006976744186046, -9.41005818786368, -4.8505228562892215, -5.467965367965353, -1.8414965986394607, -9.613513513513515, -5.383911671924288, -9.272841978770279, -7.38985866600545, -10.903400054839606, -6.507379705809025, -8.416578322061778, -0.5891410682840827, -4.526177679418277]"""
xrp,681.8333333333333,9.486808980406773,8,13,21,6,18.761232151459527,15,-6.872038928556692,0.41741031935302353,"""[28.309090909090923, 10.595187165775396, 26.024031007751926, 1.6401129943502788, 23.32887662453268, 22.670094207255968]""","""[-1.7322492889823162, -8.41109416698437, -8.006976744186046, -10.13047935716265, -7.0967388081826295, -3.1817076618603397, -9.613513513513515, -9.272841978770279, -10.19858138975715, -10.903400054839606, -6.981077038145103, -0.3697095435684581, -9.513269968927078, -2.1152612013304593, -5.553683212140386]"""
xrp,681.8333333333333,-6.168139583562109,8,14,21,6,17.62945181008624,15,-7.462990029605303,-0.2713921107409386,"""[27.335064935064935, 7.085792349726774, 26.024031007751926, 0.41523297491038724, 23.32887662453268, 21.58771296853076]""","""[-2.0166563620625646, -10.072368751569961, -11.016506717850284, -11.626738708783604, -7.78098881695115, -3.1817076618603397, -10.127027027027033, -9.272841978770279, -10.318802596778069, -10.903400054839606, -7.355048616305163, -0.6996691480562361, -9.513269968927078, -2.1152612013304593, -5.944562832967721]"""
xrp,681.8333333333333,-16.62390847025774,8,15,20,6,17.68401074087228,14,-8.766283779677957,-0.7314357185642614,"""[27.335064935064935, 6.648633879781421, 22.786334610472544, 7.5836917562724, 23.32887662453268, 18.42146263910971]""","""[-5.4188899707887, -10.712911328811858, -11.016506717850284, -12.829766803840878, -8.575573866980573, -3.1817076618603397, -6.736155606407322, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.4019898556379093, -6.759354434346596]"""
xrp,681.8333333333333,15.793387808018297,8,16,17,6,18.694999973647544,11,-8.761510184896993,0.6948936214723279,"""[24.35887445887447, 6.261392925692349, 22.786334610472544, 7.5836917562724, 32.758243451463784, 18.42146263910971]""","""[-5.4188899707887, -11.016506717850284, -15.007508161044603, -9.643325526932088, -3.509411101718794, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-9.981897879447185,8,17,17,6,15.745519469710898,11,-9.495910427064775,-0.4391937468346354,"""[24.35887445887447, 6.232236842105266, 22.786334610472544, 7.5836917562724, 15.09051651143099, 18.42146263910971]""","""[-5.4188899707887, -12.50403071017275, -15.916603364080295, -10.894297352342164, -6.182191780821917, -7.451688901504394, -12.155177928828461, -12.43469584034624, -10.247095487409625, -4.490988927071404, -6.759354434346596]"""
xrp,681.8333333333333,0.8643947412630709,8,18,15,6,14.401993268091587,9,-9.505284985254049,0.03803252344838739,"""[24.35887445887447, 5.140174672489082, 19.97662835249042, 4.696163069544369, 15.09051651143099, 17.149602543720185]""","""[-8.494855918075734, -12.901528540721289, -17.1482089954215, -2.6028441410694056, -8.026657263751751, -13.231911532385457, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,3.550158471544511,8,19,14,6,13.407751025302355,8,-9.6120434600337,0.15620350155903495,"""[22.089428494767922, 5.140174672489082, 18.792261001517463, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -12.901528540721289, -10.22060828526482, -8.816367713004487, -13.231911532385457, -10.336612702366132, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,1.6593225334160002,8,20,13,6,11.786520250127682,7,-9.865685566764297,0.07300856905765829,"""[17.522739018087847, 1.876712699702132, 18.792261001517463, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -15.339887111947323, -10.22060828526482, -9.15269058295964, -11.74501103211571, -4.490988927071404, -9.615757109915442]"""
xrp,681.8333333333333,6.552506569092937,8,21,12,6,11.492018459261276,6,-10.39993403107912,0.2883038822871496,"""[25.710961968680103, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 14.603557312252969]""","""[-10.409400094473316, -15.339887111947323, -10.22060828526482, -11.941137533709245, -4.87281405116457, -9.615757109915442]"""
xrp,681.8333333333333,1.4287368100220568,8,22,12,6,10.755455610138599,6,-10.517332808468256,0.06286302268491084,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 14.287351778656122]""","""[-10.494053798961783, -15.339887111947323, -10.22060828526482, -12.235327286099531, -5.044635357006497, -9.769485011529586]"""
xrp,681.8333333333333,17.675962764727558,8,23,9,5,10.027009465382957,4,-8.114771140546807,0.7777250788684822,"""[21.607790407540886, 1.766378144441444, 11.801928112354213, 1.7312622629169432, 13.227688399661302]""","""[-11.279978949830431, -3.5366197183098564, -12.406937974993863, -5.235547919053079]"""
xrp,681.8333333333333,5.584536197572879,8,24,9,5,8.719880409097488,4,-9.503716461978643,0.24571413237915385,"""[18.677056277056284, 1.3274171828709858, 9.85528359614027, 1.7312622629169432, 12.008382726502964]""","""[-14.660853927369757, -4.8777777777777755, -13.068864917872029, -5.407369224895007]"""
xrp,681.8333333333333,-12.503347733390218,9,5,88,23,10.528023509001638,65,-3.9176598221604264,-0.5501350750452797,"""[33.14184694866001, 2.5799494878630567, 0.44254333730316164, 5.574028941355684, 6.425792417650722, 7.747328244274809, 5.799116557423767, 2.1957662492546333, 0.7259587020648877, 14.053846153846147, 5.666376934492263, 1.0385199240986664, 4.9572265105137125, 8.228530259366007, 0.6455268389662034, 1.3139827179889918, 32.8885971890745, 5.579466544033111, 8.710192183113799, 57.34411640657951, 0.7074044899566744, 31.378537360890295, 4.99988630826701]""","""[-1.168999028182692, -5.815658021133522, -7.909747504403993, -12.738230647709319, -6.3845849802371495, -3.377528884696998, -3.5543723650210772, -1.5030946761080428, -4.206062556313559, -5.668312284730187, -0.6319148936170164, -9.958532272325382, -0.07466430200152294, -2.8826086956521846, -4.2646131099063505, -9.267165967645283, -0.280668473351397, -2.6118984664198717, -1.8012227538543226, -6.680645161290328, -4.2189931350114485, -5.404806565064479, -4.168791946308731, -4.518557943362125, -2.310663198959685, -0.7692573402417944, -2.1590682196339475, -3.67675111773473, -5.135605289928785, -1.5197212183789377, -1.2076398750355053, -1.3633352049410454, -2.3273647671391333, -4.847137404580159, -2.1004879238838705, -6.547658739887225, -5.70502881089575, -3.1037214247740503, -3.8156704361874083, -2.1701552616446294, -6.915578465063013, -3.8232917283689454, -7.109539610120281, -2.951750891172154, -4.057219251336901, -3.8434375713307394, -5.9568738229755205, -2.632617037605524, -1.6659955257270773, -1.4078679676147037, -3.1728951357310167, -3.8063233837883725, -3.004434728294808, -2.2080873898045246, -3.515915915915935, -6.203199556130927, -2.207959022852648, -0.018166939443532856, -1.9783017022109282, -2.3916666666666666, -2.915474984808593, -13.953727144866376, -5.1953372856913855, -1.5159292035398277, -4.345356641173716]"""
xrp,681.8333333333333,-14.237652023216041,9,6,70,20,10.845391081992439,50,-4.622909473261295,-0.6264427680711042,"""[31.10896717373898, 4.748866498740552, 1.329920410090389, 3.999605223200732, 2.4046382189239317, 6.678625954198472, 4.887175833570823, 1.4689757252812394, 0.046498681511866535, 11.695908057590307, 3.5998545001039246, 15.519596541786754, 1.1549019607843058, 29.440654699049624, 4.8075553526592145, 8.710192183113799, 52.91607180129408, 1.7045417680454102, 30.00731319554848, 0.6779578606158876]""","""[-3.2244966983411136, -6.658743006784897, -13.610587102983645, -2.3051773729626084, -1.534533124673971, -4.046317303083568, -1.0533366783743165, -3.943292834118526, -6.1854865974402315, -12.295836997947822, -5.1444328280188145, -2.8726432532347386, -10.748648648648645, -5.9616647127784335, -4.168791946308731, -7.664026206075048, -4.385408185129637, -2.935216371775748, -2.1590682196339475, -3.0742765273311896, -1.9119747899159707, -4.099006458022852, -4.248747786491265, -1.852897936104054, -2.6266704098820908, -5.111389521640092, -2.6236593059936957, -8.067639127237062, -5.70502881089575, -3.7440454185370955, -3.8156704361874083, -1.5740108611326495, -7.831568998109649, -5.600526870389874, -3.498665554628865, -6.852471553814588, -4.01404451266308, -3.8667071688942904, -3.8667071688942904, -3.591271820448878, -3.6819506900294634, -2.418896128784975, -6.203199556130927, -2.512710867006676, -0.4917727717923608, -2.637878787878803, -3.0775167105529766, -13.953727144866376, -5.45314797059763, -2.2399839098954284]"""
xrp,681.8333333333333,-29.150495388510823,9,7,56,15,12.427722077125695,41,-5.25771528159503,-1.2825932950212537,"""[25.63587281599244, 2.633741105979268, 3.246397347000301, 3.1354703415218785, 3.097509903791747, 2.9468935967626835, 2.560569528164618, 13.888010276905506, 31.173408239700372, 5.119590710508162, 8.05625670744796, 52.91607180129408, 0.5847935548841923, 31.295584362973468, 0.12566086395874723]""","""[-4.075095785440601, -9.73006459189666, -5.329625696840987, -2.8521744774763076, -4.322397062680291, -6.528015564202335, -3.3611401543440382, -5.652837573385518, -6.523569186186914, -0.37641277641278004, -5.1444328280188145, -4.373728369166239, -12.964864864864857, -7.632239155920281, -0.07084548104956591, -1.1422698320787472, -5.196476510067112, -3.851865273928801, -2.1590682196339475, -4.204872881355936, -4.252781338118429, -6.024287118977386, -4.957070579306854, -2.9916339135317322, -3.69971202303816, -0.359672812256557, -8.067639127237062, -5.976207887176813, -3.7440454185370955, -5.799381761978356, -4.579469099958525, -10.941763695361711, -7.022922117126179, -4.494491697043337, -8.937772397094431, -3.753227332954758, -6.203199556130927, -5.442516753536868, -5.740074211502779, -13.953727144866376, -3.132734274711173]"""
xrp,681.8333333333333,22.78759636942664,9,8,43,14,13.200942994233582,29,-5.587089846546328,1.00263195954456,"""[25.63587281599244, 1.6682700630641745, 0.7944543828264767, 0.618993409227086, 2.1228474957794083, 22.56936884771281, 0.6354443309499473, 13.402711961176138, 28.788302086083974, 3.8440495299243276, 7.570940170940168, 52.91607180129408, 0.28267875125881425, 23.963196273040307]""","""[-5.065889259082976, -7.360683205611126, -4.322397062680291, -6.528015564202335, -3.3611401543440382, -6.827005870841493, -1.0759072888075742, -5.681637976004181, -13.586486486486486, -7.632239155920281, -0.07084548104956591, -9.382277465918206, -1.7775005242189155, -5.581597494126864, -4.252781338118429, -6.402108876900441, -7.866253478370859, -4.507636159460974, -1.6733814805261786, -5.024940742691598, -4.641683948569065, -11.751219973519943, -7.692407592407578, -4.9197650870797975, -8.937772397094431, -3.9992996403558494, -5.423901712583759, -5.607337857030147, -1.071492275840101]"""
xrp,681.8333333333333,-9.202934034493651,9,9,37,9,16.274120271813864,28,-5.559643445743515,-0.404920099293292,"""[23.840578577013293, 0.9851419031719574, 26.34488299971807, 12.456947608200448, 28.788302086083974, 2.340677966101689, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-8.165982595142232, -1.0521454185730097, -4.322397062680291, -8.303853325046607, -4.668023833167818, -8.020792079207933, -2.193023255813949, -1.7656571774682026, -3.0725829725829654, -11.29170984455959, -14.829729729729728, -0.6247813411078785, -1.312366134572642, -3.0146571608303563, -7.01516709511569, -6.484576865297939, -5.915247634947127, -3.2472081218274167, -5.806806282722508, -12.64446732821569, -8.005217045001984, -5.912069663831511, -8.937772397094431, -5.2914098972922385, -1.669640373534664, -5.423901712583759, -5.607337857030147, -1.071492275840101]"""
