coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
sol,682,18,13,8,9,3,6,34.7,-14.2,"""[9.28, 71.28, 23.46]""","""[-11.35, -16.1, -17.31, -24.13, -7.04, -9.31]""",0.8
sol,682,-29,13,9,9,3,6,25.3,-17.6,"""[2.43, 53.53, 19.83]""","""[-18.35, -21.29, -19.53, -26.15, -11.01, -9.31]""",-1.3
sol,682,-33,13,10,8,2,6,33.2,-16.6,"""[46.5, 19.83]""","""[-2.73, -18.35, -21.29, -28.7, -16.01, -12.28]""",-1.5
sol,682,-60,13,11,8,2,6,30.4,-20.2,"""[46.5, 14.2]""","""[-11.64, -23.63, -23.73, -30.25, -17.9, -14.2]""",-2.7
sol,682,-50,13,12,6,2,4,28.1,-26.7,"""[42.6, 13.67]""","""[-27.81, -23.73, -35.16, -20.17]""",-2.2
sol,682,-66,13,13,6,2,4,26.4,-29.9,"""[40.54, 12.25]""","""[-30.45, -25.85, -36.41, -26.69]""",-2.9
sol,682,-90,13,14,6,2,4,20.9,-33.2,"""[32.59, 9.19]""","""[-32.8, -27.25, -45.36, -27.31]""",-4.0
sol,682,-87,13,15,5,2,3,19.5,-42.0,"""[30.63, 8.33]""","""[-41.03, -56.95, -28.03]""",-3.8
sol,682,-102,13,16,5,2,3,12.5,-42.4,"""[21.09, 3.94]""","""[-41.62, -56.95, -28.57]""",-4.5
sol,682,-70,13,17,4,2,2,10.2,-45.5,"""[17.91, 2.4]""","""[-56.95, -33.96]""",-3.1
sol,682,-48,13,18,3,1,2,14.9,-31.5,"""[14.94]""","""[-62.94, -0.15]""",-2.1
sol,682,6,13,19,2,1,1,12.6,-5.7,"""[12.63]""","""[-5.7]""",0.3
sol,682,-7,13,20,2,0,2,,-3.8,"""[]""","""[-0.31, -7.37]""",-0.3
sol,682,-18,13,21,2,0,2,,-9.2,"""[]""","""[-10.26, -8.23]""",-0.8
sol,682,-21,13,22,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-23,13,23,2,0,2,,-11.5,"""[]""","""[-10.26, -12.82]""",-1.0
sol,682,-24,13,24,2,0,2,,-12.0,"""[]""","""[-10.26, -13.76]""",-1.1
sol,682,-10,14,6,14,4,10,31.3,-13.6,"""[5.35, 82.33, 5.11, 32.55]""","""[-23.46, -23.13, -1.89, -10.58, -15.97, -14.79, -12.67, -4.29, -14.08, -15.06]""",-0.5
sol,682,26,14,7,10,3,7,38.6,-12.8,"""[14.35, 71.28, 30.08]""","""[-13.29, -13.05, -16.37, -17.05, -19.7, -3.29, -6.58]""",1.2
sol,682,14,14,8,9,3,6,34.7,-14.9,"""[9.28, 71.28, 23.46]""","""[-10.43, -16.1, -19.53, -24.13, -10.04, -9.31]""",0.6
